"STATION","NAME","DATE","PRCP","SNWD","TMAX","TMIN","TOBS","WDMV","WT01","WT03","WT11"
"USC00298535","LAS CRUCES, NM US","2014-05-01","0.00","0","69","51","55","101.3",,,
"USC00298535","LAS CRUCES, NM US","2014-05-02","0.00","0","69","44","48","54.1",,,
"USC00298535","LAS CRUCES, NM US","2014-05-03","0.00","0","77","44","47","19.9",,,
"USC00298535","LAS CRUCES, NM US","2014-05-04","0.00","0","85","47","50","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-05","0.00","0","90","50","54","39.1",,,
"USC00298535","LAS CRUCES, NM US","2014-05-06","0.00","0","88","51","54","49.1",,,
"USC00298535","LAS CRUCES, NM US","2014-05-07","0.00","0","85","54","60","85.1",,,
"USC00298535","LAS CRUCES, NM US","2014-05-08","0.00","0","80","46","48","52.8",,,
"USC00298535","LAS CRUCES, NM US","2014-05-09","0.00","0","74","45","45","65.9",,,
"USC00298535","LAS CRUCES, NM US","2014-05-10","0.00","0","83","45","54","46.0",,,
"USC00298535","LAS CRUCES, NM US","2014-05-11","0.00","0","83","53","62","65.9",,,
"USC00298535","LAS CRUCES, NM US","2014-05-12","0.00","0","87","54","54","119.9",,,
"USC00298535","LAS CRUCES, NM US","2014-05-13","0.00","0","77","50","50","80.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-14","0.00","0","69","45","49","52.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-15","0.00","0","70","45","46","34.8",,,
"USC00298535","LAS CRUCES, NM US","2014-05-16","0.00","0","80","46","49","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-17","0.00","0","90","49","55","34.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-18","0.00","0","94","54","55","31.7",,,
"USC00298535","LAS CRUCES, NM US","2014-05-19","0.00","0","94","55","62","39.1",,,
"USC00298535","LAS CRUCES, NM US","2014-05-20","0.00","0","91","53","59","51.0",,,
"USC00298535","LAS CRUCES, NM US","2014-05-21","0.00","0","91","57","58","18.0",,,
"USC00298535","LAS CRUCES, NM US","2014-05-22","0.00","0","92","57","64","59.0",,,
"USC00298535","LAS CRUCES, NM US","2014-05-23","0.00","0","89","61","62","52.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-24","0.00","0","87","60","64","55.3",,,
"USC00298535","LAS CRUCES, NM US","2014-05-25","0.00","0","83","55","56","65.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-26","0.00","0","82","56","64","65.2",,,
"USC00298535","LAS CRUCES, NM US","2014-05-27","0.00","0","84","58","59","54.1",,,
"USC00298535","LAS CRUCES, NM US","2014-05-28","0.00","0","95","59","68","44.7",,,
"USC00298535","LAS CRUCES, NM US","2014-05-29","0.00","0","95","67","73","60.3",,,
"USC00298535","LAS CRUCES, NM US","2014-05-30","0.00","0","93","72","73","37.3",,,
"USC00298535","LAS CRUCES, NM US","2014-05-31","0.00","0","94","66","69","49.1",,,
"USC00298535","LAS CRUCES, NM US","2014-06-01","0.00","0","100","66","66","5.0",,,
"USC00298535","LAS CRUCES, NM US","2014-06-02","0.00","0","100","65","71","70.2",,,
"USC00298535","LAS CRUCES, NM US","2014-06-03","0.00","0","103","67","67","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-06-04","0.00","0","106","66","66","31.7",,,
"USC00298535","LAS CRUCES, NM US","2014-06-05","0.00","0","104","66","66","32.9",,,
"USC00298535","LAS CRUCES, NM US","2014-06-06","0.00","0","104","64","64","29.8",,,
"USC00298535","LAS CRUCES, NM US","2014-06-07","0.00","0","103","61","61","39.8",,,
"USC00298535","LAS CRUCES, NM US","2014-06-08","0.00","0","99","61","67","29.8",,,
"USC00298535","LAS CRUCES, NM US","2014-06-09","0.00","0","96","67","74","57.2",,,
"USC00298535","LAS CRUCES, NM US","2014-06-10","0.00","0","94","68","68","70.8",,,
"USC00298535","LAS CRUCES, NM US","2014-06-11","0.00","0","97","67","71","26.7",,,
"USC00298535","LAS CRUCES, NM US","2014-06-12","0.00","0","99","71","72","65.9",,,
"USC00298535","LAS CRUCES, NM US","2014-06-13","0.00","0","99","72","78","64.0",,,
"USC00298535","LAS CRUCES, NM US","2014-06-14","0.00","0","96","70","72","67.7",,,
"USC00298535","LAS CRUCES, NM US","2014-06-15","0.00","0","97","65","67","62.1",,,
"USC00298535","LAS CRUCES, NM US","2014-06-16","0.00","0","97","62","62","52.2",,,
"USC00298535","LAS CRUCES, NM US","2014-06-17","0.00","0","97","62","71","44.1",,,
"USC00298535","LAS CRUCES, NM US","2014-06-18","0.00","0","97","68","68","44.1",,,
"USC00298535","LAS CRUCES, NM US","2014-06-19","0.00","0","93","67","68","44.1",,,
"USC00298535","LAS CRUCES, NM US","2014-06-20","0.00","0","95","68","69","29.8",,,
"USC00298535","LAS CRUCES, NM US","2014-06-21","0.00","0","97","68","68","52.8",,,
"USC00298535","LAS CRUCES, NM US","2014-06-22","0.00","0","97","68","70","21.7",,,
"USC00298535","LAS CRUCES, NM US","2014-06-23","0.00","0","101","70","74","55.3",,,
"USC00298535","LAS CRUCES, NM US","2014-06-24","0.04","0","98","73","74","49.7",,,
"USC00298535","LAS CRUCES, NM US","2014-06-25","0.00","0","98","69","69","31.1",,,
"USC00298535","LAS CRUCES, NM US","2014-06-26","0.00","0","99","69","76","39.1",,,
"USC00298535","LAS CRUCES, NM US","2014-06-27","0.00","0","99","75","77","47.2",,,
"USC00298535","LAS CRUCES, NM US","2014-06-28","0.00","0","96","68","70","62.8",,,
"USC00298535","LAS CRUCES, NM US","2014-06-29","0.00","0","99","69","70","78.3",,,
"USC00298535","LAS CRUCES, NM US","2014-06-30","0.00","0","103","70","73","31.1",,,
"USC00298535","LAS CRUCES, NM US","2014-07-01","0.00","0","104","73","75","34.8",,,
"USC00298535","LAS CRUCES, NM US","2014-07-02","0.25","0","101","66","68","57.2",,,
"USC00298535","LAS CRUCES, NM US","2014-07-03","0.02","0","92","67","72","49.1",,,
"USC00298535","LAS CRUCES, NM US","2014-07-04","0.00","0","93","69","69","46.0",,,
"USC00298535","LAS CRUCES, NM US","2014-07-05","0.00","0","94","69","72","51.0",,,
"USC00298535","LAS CRUCES, NM US","2014-07-06","0.00","0","96","72","76","55.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-07","0.09","0","91","65","68","32.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-08","0.00","0","92","65","69","34.8",,,
"USC00298535","LAS CRUCES, NM US","2014-07-09","0.00","0","96","69","74","42.3",,,
"USC00298535","LAS CRUCES, NM US","2014-07-10","0.00","0","96","74","77","47.2",,,
"USC00298535","LAS CRUCES, NM US","2014-07-11","0.00","0","95","76","78","37.3",,,
"USC00298535","LAS CRUCES, NM US","2014-07-12","0.26","0","95","69","69","42.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-13","0.00","0","92","69","69","32.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-14","0.00","0","92","69","75","42.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-15","0.00","0","92","68","68","42.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-16","0.23","0","92","68","70","37.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-17","0.03","0","93","68","69","31.7",,,
"USC00298535","LAS CRUCES, NM US","2014-07-18","0.00","0","96","69","70","34.8",,,
"USC00298535","LAS CRUCES, NM US","2014-07-19","0.00","0","98","70","72","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-07-20","0.00","0","102","72","72","23.0",,,
"USC00298535","LAS CRUCES, NM US","2014-07-21","0.00","0","102","71","73","37.3",,,
"USC00298535","LAS CRUCES, NM US","2014-07-22","0.00","0","100","73","75","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-07-23","0.02","0","100","72","73","42.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-24","0.00","0","96","70","70","42.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-25","0.00","0","97","70","71","29.2",,,
"USC00298535","LAS CRUCES, NM US","2014-07-26","0.00","0","99","70","71","21.7",,,
"USC00298535","LAS CRUCES, NM US","2014-07-27","0.00","0","102","71","76","26.7",,,
"USC00298535","LAS CRUCES, NM US","2014-07-28","0.04","0","101","72","72","42.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-29","0.05","0","92","72","72","31.7",,,
"USC00298535","LAS CRUCES, NM US","2014-07-30","0.07","0","91","70","70","37.9",,,
"USC00298535","LAS CRUCES, NM US","2014-07-31","0.01","0","98","70","72","51.0",,,
"USC00298535","LAS CRUCES, NM US","2014-08-01","0.85","0","89","65","65","52.8",,,
"USC00298535","LAS CRUCES, NM US","2014-08-02","0.01","0","80","65","69","34.8",,,
"USC00298535","LAS CRUCES, NM US","2014-08-03","0.00","0","80","67","68","42.3",,,
"USC00298535","LAS CRUCES, NM US","2014-08-04","0.00","0","86","68","74","34.2",,,
"USC00298535","LAS CRUCES, NM US","2014-08-05","0.05","0","87","66","67","36.0",,,
"USC00298535","LAS CRUCES, NM US","2014-08-06","0.00","0","91","67","69","29.8",,,
"USC00298535","LAS CRUCES, NM US","2014-08-07","0.03","0","95","68","75","29.2",,,
"USC00298535","LAS CRUCES, NM US","2014-08-08","0.00","0","89","69","71","46.0",,,
"USC00298535","LAS CRUCES, NM US","2014-08-09","0.00","0","88","70","71","19.9",,,
"USC00298535","LAS CRUCES, NM US","2014-08-10","0.29","0","85","64","70","37.9",,,
"USC00298535","LAS CRUCES, NM US","2014-08-11","0.10","0","89","70","76","39.1",,,
"USC00298535","LAS CRUCES, NM US","2014-08-12","0.07","0","87","67","69","47.8",,,
"USC00298535","LAS CRUCES, NM US","2014-08-13","0.00","0","88","68","71","36.0",,,
"USC00298535","LAS CRUCES, NM US","2014-08-14","0.14","0","91","67","69","62.8",,,
"USC00298535","LAS CRUCES, NM US","2014-08-15","0.08","0","88","66","66","47.2",,,
"USC00298535","LAS CRUCES, NM US","2014-08-16","0.00","0","90","66","73","55.9",,,
"USC00298535","LAS CRUCES, NM US","2014-08-17","0.02","0","95","68","68","28.0",,,
"USC00298535","LAS CRUCES, NM US","2014-08-18","0.10","0","94","67","72","28.0",,,
"USC00298535","LAS CRUCES, NM US","2014-08-19","0.00","0","93","68","69","29.8",,,
"USC00298535","LAS CRUCES, NM US","2014-08-20","0.06","0","92","66","67","37.3",,,
"USC00298535","LAS CRUCES, NM US","2014-08-21","0.00","0","92","64","64","29.8",,,
"USC00298535","LAS CRUCES, NM US","2014-08-22","0.18","0","93","64","65","32.9",,,
"USC00298535","LAS CRUCES, NM US","2014-08-23","0.00","0","80","63","63","23.0",,,
"USC00298535","LAS CRUCES, NM US","2014-08-24","0.00","0","89","63","67","26.1",,,
"USC00298535","LAS CRUCES, NM US","2014-08-25","0.00","0","93","66","69","21.7",,,
"USC00298535","LAS CRUCES, NM US","2014-08-26","0.00","0","87","68","69","32.9",,,
"USC00298535","LAS CRUCES, NM US","2014-08-27","0.03","0","89","67","69","37.3",,,
"USC00298535","LAS CRUCES, NM US","2014-08-28","0.10","0","89","66","66","44.7",,,
"USC00298535","LAS CRUCES, NM US","2014-08-29","0.00","0","91","65","67","32.9",,,
"USC00298535","LAS CRUCES, NM US","2014-08-30","0.00","0","93","67","72","24.9",,,
"USC00298535","LAS CRUCES, NM US","2014-08-31","0.00","0","96","67","68","21.7",,,
"USC00298535","LAS CRUCES, NM US","2014-09-01","0.00","0","98","65","66","31.7",,,
"USC00298535","LAS CRUCES, NM US","2014-09-02","0.00","0","98","61","62","23.0",,,
"USC00298535","LAS CRUCES, NM US","2014-09-03","0.00","0","100","61","64","26.7",,,
"USC00298535","LAS CRUCES, NM US","2014-09-04","0.00","0","99","64","71","28.0",,,
"USC00298535","LAS CRUCES, NM US","2014-09-05","0.79","0","94","66","67","62.8",,,
"USC00298535","LAS CRUCES, NM US","2014-09-06","0.00","0","82","66","68","34.8",,,
"USC00298535","LAS CRUCES, NM US","2014-09-07","0.02","0","85","67","67","57.2",,,
"USC00298535","LAS CRUCES, NM US","2014-09-08","0.00","0","76","65","66","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-09-09","0.00","0","86","66","67","19.9",,,
"USC00298535","LAS CRUCES, NM US","2014-09-10","0.00","0","94","64","67","60.9",,,
"USC00298535","LAS CRUCES, NM US","2014-09-11","0.00","0","89","63","64","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-09-12","0.00","0","80","63","66","23.0",,,
"USC00298535","LAS CRUCES, NM US","2014-09-13","0.00","0","80","60","66","55.9",,,
"USC00298535","LAS CRUCES, NM US","2014-09-14","0.00","0","80","61","61","36.0",,,
"USC00298535","LAS CRUCES, NM US","2014-09-15","0.00","0","80","61","63","44.1",,,
"USC00298535","LAS CRUCES, NM US","2014-09-16","0.33","0","82","62","65","31.7",,,
"USC00298535","LAS CRUCES, NM US","2014-09-17","0.27","0","82","62","66","31.1",,,
"USC00298535","LAS CRUCES, NM US","2014-09-18","0.47","0","83","65","65","31.1",,,
"USC00298535","LAS CRUCES, NM US","2014-09-19","1.15","0","70","63","65","13.0",,,
"USC00298535","LAS CRUCES, NM US","2014-09-20","0.00","0","82","65","67","13.0",,,
"USC00298535","LAS CRUCES, NM US","2014-09-21","0.00","0","88","67","69","21.1",,,
"USC00298535","LAS CRUCES, NM US","2014-09-22","0.00","0","87","69","70","31.1",,,
"USC00298535","LAS CRUCES, NM US","2014-09-23","0.20","0","81","65","65","26.7",,,
"USC00298535","LAS CRUCES, NM US","2014-09-24","0.00","0","83","64","64","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-09-25","0.00","0","87","63","63","23.0",,,
"USC00298535","LAS CRUCES, NM US","2014-09-26","0.00","0","84","60","63","42.3",,,
"USC00298535","LAS CRUCES, NM US","2014-09-27","0.00","0","81","58","58","37.9",,,
"USC00298535","LAS CRUCES, NM US","2014-09-28","0.00","0","80","58","67","37.9",,,
"USC00298535","LAS CRUCES, NM US","2014-09-29","0.00","0","84","62","63","19.9",,,
"USC00298535","LAS CRUCES, NM US","2014-09-30","0.00","0","88","59","59","24.9",,,
"USC00298535","LAS CRUCES, NM US","2014-10-01","0.00","0","83","53","53","26.1",,,
"USC00298535","LAS CRUCES, NM US","2014-10-02","0.00","0","83","50","52","26.1",,,
"USC00298535","LAS CRUCES, NM US","2014-10-03","0.00","0","80","50","55","34.2",,,
"USC00298535","LAS CRUCES, NM US","2014-10-04","0.00","0","83","48","50","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-10-05","0.00","0","86","50","54","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-10-06","0.00","0","86","50","53","26.1",,,
"USC00298535","LAS CRUCES, NM US","2014-10-07","0.00","0","85","49","50","24.9",,,
"USC00298535","LAS CRUCES, NM US","2014-10-08","0.00","0","87","50","61","11.2",,,
"USC00298535","LAS CRUCES, NM US","2014-10-09","0.00","0","86","61","63","26.7",,,
"USC00298535","LAS CRUCES, NM US","2014-10-10","0.00","0","83","55","55","39.8",,,
"USC00298535","LAS CRUCES, NM US","2014-10-11","0.00","0","79","54","54","44.1",,,
"USC00298535","LAS CRUCES, NM US","2014-10-12","0.00","0","78","51","52","18.0",,,
"USC00298535","LAS CRUCES, NM US","2014-10-13","0.00","0","82","51","52","11.2",,,
"USC00298535","LAS CRUCES, NM US","2014-10-14","0.00","0","73","46","47","24.9",,,
"USC00298535","LAS CRUCES, NM US","2014-10-15","0.00","0","77","45","45","16.8",,,
"USC00298535","LAS CRUCES, NM US","2014-10-16","0.00","0","81","44","49","18.0",,,
"USC00298535","LAS CRUCES, NM US","2014-10-17","0.00","0","87","47","53","18.0",,,
"USC00298535","LAS CRUCES, NM US","2014-10-18","0.00","0","86","52","62","23.0",,,
"USC00298535","LAS CRUCES, NM US","2014-10-19","0.00","0","80","59","59","51.0",,,
"USC00298535","LAS CRUCES, NM US","2014-10-20","0.77","0","78","55","55","55.3",,,
"USC00298535","LAS CRUCES, NM US","2014-10-21","0.00","0","72","53","55","21.1",,,
"USC00298535","LAS CRUCES, NM US","2014-10-22","0.00","0","74","54","55","21.1",,,
"USC00298535","LAS CRUCES, NM US","2014-10-23","0.00","0","76","52","53","14.3",,,
"USC00298535","LAS CRUCES, NM US","2014-10-24","0.00","0","80","52","53","13.0",,,
"USC00298535","LAS CRUCES, NM US","2014-10-25","0.00","0","83","50","51","9.9",,,
"USC00298535","LAS CRUCES, NM US","2014-10-26","0.00","0","85","50","53","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-10-27","0.00","0","85","51","55","19.3",,,
"USC00298535","LAS CRUCES, NM US","2014-10-28","0.00","0","77","47","47","26.1",,,
"USC00298535","LAS CRUCES, NM US","2014-10-29","0.00","0","77","47","47","13.0",,,
"USC00298535","LAS CRUCES, NM US","2014-10-30","0.00","0","79","46","51","16.8",,,
"USC00298535","LAS CRUCES, NM US","2014-10-31","0.00","0","82","51","51","39.8",,,
"USC00298535","LAS CRUCES, NM US","2014-11-01","0.00","0","73","50","61","95.7",,,
"USC00298535","LAS CRUCES, NM US","2014-11-02","0.00","0","77","52","55","44.1",,,
"USC00298535","LAS CRUCES, NM US","2014-11-03","0.10","0","79","54","54","52.8",,,
"USC00298535","LAS CRUCES, NM US","2014-11-04","0.12","0","63","48","48","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-05","0.00","0","63","43","43","49.7",,,
"USC00298535","LAS CRUCES, NM US","2014-11-06","0.17","0","62","43","48","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-07","0.00","0","64","42","42","32.9",,,
"USC00298535","LAS CRUCES, NM US","2014-11-08","0.00","0","68","42","43","19.9",,,
"USC00298535","LAS CRUCES, NM US","2014-11-09","0.00","0","70","40","45","16.8",,,
"USC00298535","LAS CRUCES, NM US","2014-11-10","0.00","0","70","41","41","14.9",,,
"USC00298535","LAS CRUCES, NM US","2014-11-11","0.00","0","75","41","48","55.9",,,
"USC00298535","LAS CRUCES, NM US","2014-11-12","0.00","0","74","47","51","29.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-13","0.00","0","58","32","33","62.1",,,
"USC00298535","LAS CRUCES, NM US","2014-11-14","0.00","0","47","33","34","29.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-15","0.00","0","68","34","49","14.9",,,
"USC00298535","LAS CRUCES, NM US","2014-11-16","0.00","0","68","31","43","54.1",,,
"USC00298535","LAS CRUCES, NM US","2014-11-17","0.00","0","59","26","26","60.9",,,
"USC00298535","LAS CRUCES, NM US","2014-11-18","0.00","0","59","25","28","16.8",,,
"USC00298535","LAS CRUCES, NM US","2014-11-19","0.00","0","58","26","26","19.9",,,
"USC00298535","LAS CRUCES, NM US","2014-11-20","0.00","0","61","25","29","13.0",,,
"USC00298535","LAS CRUCES, NM US","2014-11-21","0.00","0","68","29","33","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-22","0.00","0","67","33","49","21.7",,,
"USC00298535","LAS CRUCES, NM US","2014-11-23","0.00","0","67","48","60","57.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-24","0.00","0","64","29","30","11.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-25","0.00","0","64","29","34","83.3",,,
"USC00298535","LAS CRUCES, NM US","2014-11-26","0.00","0","55","27","27","34.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-27","0.00","0","67","27","36","11.2",,,
"USC00298535","LAS CRUCES, NM US","2014-11-28","0.00","0","69","31","33","14.3",,,
"USC00298535","LAS CRUCES, NM US","2014-11-29","0.00","0","69","30","30","6.8",,,
"USC00298535","LAS CRUCES, NM US","2014-11-30","0.00","0","74","30","34","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-01","0.00","0","72","33","33","19.3",,,
"USC00298535","LAS CRUCES, NM US","2014-12-02","0.00","0","67","33","36","14.3",,,
"USC00298535","LAS CRUCES, NM US","2014-12-03","0.00","0","61","35","45","29.8",,,
"USC00298535","LAS CRUCES, NM US","2014-12-04","0.00","0","72","45","49","8.1",,,
"USC00298535","LAS CRUCES, NM US","2014-12-05","0.00","0","62","40","42","19.9",,,
"USC00298535","LAS CRUCES, NM US","2014-12-06","0.00","0","66","42","43","18.0",,,
"USC00298535","LAS CRUCES, NM US","2014-12-07","0.00","0","68","43","47","52.8",,,
"USC00298535","LAS CRUCES, NM US","2014-12-08","0.00","0","68","39","39","24.9",,,
"USC00298535","LAS CRUCES, NM US","2014-12-09","0.00","0","68","39","48","24.9",,,
"USC00298535","LAS CRUCES, NM US","2014-12-10","0.17","0","68","43","44","23.0",,,
"USC00298535","LAS CRUCES, NM US","2014-12-11","0.00","0","68","41","44","14.9",,,
"USC00298535","LAS CRUCES, NM US","2014-12-12","0.00","0","70","40","40","11.8",,,
"USC00298535","LAS CRUCES, NM US","2014-12-13","0.00","0","70","39","41","8.7",,,
"USC00298535","LAS CRUCES, NM US","2014-12-14","0.00","0","70","37","38","60.3",,,
"USC00298535","LAS CRUCES, NM US","2014-12-15","0.00","0","56","30","33","57.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-16","0.00","0","58","33","33","26.7",,,
"USC00298535","LAS CRUCES, NM US","2014-12-17","0.00","0","61","33","39","24.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-18","0.00","0","59","36","36","39.8",,,
"USC00298535","LAS CRUCES, NM US","2014-12-19","0.06","0","55","35","35","16.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-20","0.00","0","54","30","32","29.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-21","0.00","0","55","31","31","18.0",,,
"USC00298535","LAS CRUCES, NM US","2014-12-22","0.00","0","64","30","38","29.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-23","0.00","0","65","37","45","75.8",,,
"USC00298535","LAS CRUCES, NM US","2014-12-24","0.00","0","65","24","24","72.7",,,
"USC00298535","LAS CRUCES, NM US","2014-12-25","0.00","0","51","23","33","13.0",,,
"USC00298535","LAS CRUCES, NM US","2014-12-26","0.09","0","66","33","35","60.9",,,
"USC00298535","LAS CRUCES, NM US","2014-12-27","0.00","0","45","31","31","34.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-28","0.00","0","45","22","25","26.1",,,
"USC00298535","LAS CRUCES, NM US","2014-12-29","0.00","0","49","23","29","21.7",,,
"USC00298535","LAS CRUCES, NM US","2014-12-30","0.00","0","58","25","26","29.2",,,
"USC00298535","LAS CRUCES, NM US","2014-12-31","0.00","0","49","21","22","70.2",,,
"USC00298535","LAS CRUCES, NM US","2015-01-01","0.00","0","38","22","29","42.9",,,
"USC00298535","LAS CRUCES, NM US","2015-01-02","0.00","0","46","29","32","39.8",,,
"USC00298535","LAS CRUCES, NM US","2015-01-03","0.19","0","45","28","29","51.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-04","0.00","0","47","25","25","46.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-05","0.00","0","55","25","29","11.2",,,
"USC00298535","LAS CRUCES, NM US","2015-01-06","0.00","0","60","28","33","29.8",,,
"USC00298535","LAS CRUCES, NM US","2015-01-07","0.00","0","63","32","37","24.2",,,
"USC00298535","LAS CRUCES, NM US","2015-01-08","0.00","0","63","31","32","52.2",,,
"USC00298535","LAS CRUCES, NM US","2015-01-09","0.00","0","42","31","33","9.9",,,
"USC00298535","LAS CRUCES, NM US","2015-01-10","0.00","0","43","32","36","31.7",,,
"USC00298535","LAS CRUCES, NM US","2015-01-11","0.00","0","51","30","31","11.8",,,
"USC00298535","LAS CRUCES, NM US","2015-01-12","0.00","0","58","31","36","13.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-13","0.00","0","54","32","33","49.1",,,
"USC00298535","LAS CRUCES, NM US","2015-01-14","0.00","0","42","32","39","41.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-15","0.13","0","46","28","28","31.7",,,
"USC00298535","LAS CRUCES, NM US","2015-01-16","0.00","0","53","27","29","13.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-17","0.00","0","56","26","27","16.2",,,
"USC00298535","LAS CRUCES, NM US","2015-01-18","0.00","0","63","26","33","14.3",,,
"USC00298535","LAS CRUCES, NM US","2015-01-19","0.00","0","65","32","38","19.3",,,
"USC00298535","LAS CRUCES, NM US","2015-01-20","0.00","0","70","32","32","19.9",,,
"USC00298535","LAS CRUCES, NM US","2015-01-21","0.00","0","68","32","37","19.3",,,
"USC00298535","LAS CRUCES, NM US","2015-01-22","0.18","1","61","31","32","60.9",,,
"USC00298535","LAS CRUCES, NM US","2015-01-23","0.43","1","36","19","19","34.8",,,
"USC00298535","LAS CRUCES, NM US","2015-01-24","0.00","0","42","19","25","28.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-25","0.00","0","53","25","31","37.9",,,
"USC00298535","LAS CRUCES, NM US","2015-01-26","0.00","0","59","31","36","26.1",,,
"USC00298535","LAS CRUCES, NM US","2015-01-27","0.00",,"61","35","44","21.7",,,
"USC00298535","LAS CRUCES, NM US","2015-01-28","0.00","0","70","40","42","13.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-29","0.00","0","72","41","48","26.1",,,
"USC00298535","LAS CRUCES, NM US","2015-01-30","0.14","0","61","43","44","69.0",,,
"USC00298535","LAS CRUCES, NM US","2015-01-31","0.21","0","49","43","43","44.7",,,
"USC00298535","LAS CRUCES, NM US","2015-02-01","0.08","0","53","36","37","8.1",,,
"USC00298535","LAS CRUCES, NM US","2015-02-02","0.00","0","61","35","35","14.9",,,
"USC00298535","LAS CRUCES, NM US","2015-02-03","0.00","0","62","35","37","14.9",,,
"USC00298535","LAS CRUCES, NM US","2015-02-04","0.00","0","67","37","38","18.0",,,
"USC00298535","LAS CRUCES, NM US","2015-02-05","0.00","0","72","36","37","29.2",,,
"USC00298535","LAS CRUCES, NM US","2015-02-06","0.00","0","68","34","34","13.0",,,
"USC00298535","LAS CRUCES, NM US","2015-02-07","0.00","0","73","34","35","8.7",,,
"USC00298535","LAS CRUCES, NM US","2015-02-08","0.00","0","77","35","39","26.7",,,
"USC00298535","LAS CRUCES, NM US","2015-02-09","0.00","0","78","38","42","14.3",,,
"USC00298535","LAS CRUCES, NM US","2015-02-10","0.00","0","78","38","38","18.0",,,
"USC00298535","LAS CRUCES, NM US","2015-02-11","0.00","0","78","38","41","6.8",,,
"USC00298535","LAS CRUCES, NM US","2015-02-12","0.00","0","65","35","36","65.9",,,
"USC00298535","LAS CRUCES, NM US","2015-02-13","0.00","0","60","35","36","24.9",,,
"USC00298535","LAS CRUCES, NM US","2015-02-14","0.00","0","65","33","36","16.8",,,
"USC00298535","LAS CRUCES, NM US","2015-02-15","0.00","0","68","36","46","23.0",,,
"USC00298535","LAS CRUCES, NM US","2015-02-16","0.00","0","75","44","47","65.9",,,
"USC00298535","LAS CRUCES, NM US","2015-02-17","0.00","0","70","37","40","72.7",,,
"USC00298535","LAS CRUCES, NM US","2015-02-18","0.00","0","60","33","33","29.2",,,
"USC00298535","LAS CRUCES, NM US","2015-02-19","0.00","0","70","33","37","21.7",,,
"USC00298535","LAS CRUCES, NM US","2015-02-20","0.00","0","77","37","50","37.3",,,
"USC00298535","LAS CRUCES, NM US","2015-02-21","0.00","0","69","46","47","82.0",,,
"USC00298535","LAS CRUCES, NM US","2015-02-22","0.00","0","71","47","52","49.7",,,
"USC00298535","LAS CRUCES, NM US","2015-02-23","0.00","0","65","37","37","92.0",,,
"USC00298535","LAS CRUCES, NM US","2015-02-24","0.00","0","49","30","30","0.0",,,
"USC00298535","LAS CRUCES, NM US","2015-02-25","0.02","0","64","29","32","65.9",,,
"USC00298535","LAS CRUCES, NM US","2015-02-26","0.00","0","62","31","38","34.8",,,
"USC00298535","LAS CRUCES, NM US","2015-02-27","0.00","0","59","31","32","80.8",,,
