"STATION","NAME","DATE","PRCP","SNWD","TMAX","TMIN","TOBS","WDMV","WT01","WT03","WT11"
"USC00298535","LAS CRUCES, NM US","2010-01-01","0.00","0","52","26","27",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-02","0.00","0","53","25","32",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-03","0.00","0","57","28","32",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-04","0.00","0","57","26","32",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-05","0.00","0","56","29","31",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-06","0.00","0","58","26","26",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-07","0.00","0","62","25","35",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-08","0.00","0","44","29","30",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-09","0.00","0","41","19","22",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-10","0.00","0","49","19","22",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-11","0.00","0","54","21","31",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-12","0.00","0","56","24","24",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-13","0.00","0","60","23","24",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-14","0.00","0","55","24","31",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-15","0.00","0","61","30","34",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-16","0.00","0","59","26","26",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-17","0.00","0","60","26","31",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-18","0.00","0","62","31","35",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-19","0.00","0","62","35","38",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-20","0.00","0","63","38","52",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-21","0.00","0","55","37","39",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-22","0.00","0","64","37","55",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-23","0.58","0","55","37","39",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-24","0.00","0","47","30","30",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-25","0.00","0","50","28","30",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-26","0.00","0","53","27","31",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-27","0.00","0","55","30","32",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-28","0.33","0","58","32","43",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-29","0.12","0","44","29","30",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-30","0.00","0","48","29","29",,,,
"USC00298535","LAS CRUCES, NM US","2010-01-31","0.00","0","53","29","35",,,,
"USC00298535","LAS CRUCES, NM US","2010-02-01","0.00","0","57","35","41","16.2",,,
"USC00298535","LAS CRUCES, NM US","2010-02-02","0.00","0","61","38","38","37.3",,,
"USC00298535","LAS CRUCES, NM US","2010-02-03","0.12","0","63","37","46","54.1",,,
"USC00298535","LAS CRUCES, NM US","2010-02-04","0.29","0","50","37","39","42.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-05","0.00","0","56","35","37","42.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-06","0.00","0","61","33","33","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-02-07","0.00","0","64","33","35","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-02-08","0.00","0","64","33","37","73.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-09","0.00","0","55","34","35","39.1",,,
"USC00298535","LAS CRUCES, NM US","2010-02-10","0.00","0","55","33","36","60.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-11","0.11","0","56","33","42","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-02-12","0.00","0","58","34","34","78.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-13","0.00","0","59","32","35","32.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-14","0.00","0","64","35","35","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-15","0.00","0","63","31","31","51.0",,,
"USC00298535","LAS CRUCES, NM US","2010-02-16","0.00","0","53","30","31","24.2",,,
"USC00298535","LAS CRUCES, NM US","2010-02-17","0.00","0","57","29","29","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-02-18","0.00","0","63","28","35","19.9",,,
"USC00298535","LAS CRUCES, NM US","2010-02-19","0.00","0","69","32","36","31.7",,,
"USC00298535","LAS CRUCES, NM US","2010-02-20","0.00","0","67","34","42","8.1",,,
"USC00298535","LAS CRUCES, NM US","2010-02-21","0.00","0","66","34","42","149.8",,,
"USC00298535","LAS CRUCES, NM US","2010-02-22","0.00","0","58","38","39","67.7",,,
"USC00298535","LAS CRUCES, NM US","2010-02-23","0.00","0","57","28","28","111.8",,,
"USC00298535","LAS CRUCES, NM US","2010-02-24","0.00","0","49","25","25","54.1",,,
"USC00298535","LAS CRUCES, NM US","2010-02-25","0.00","0","57","25","49","29.8",,,
"USC00298535","LAS CRUCES, NM US","2010-02-26","0.00","0","64","34","35","95.7",,,
"USC00298535","LAS CRUCES, NM US","2010-02-27","0.00","0","60","32","34","31.1",,,
"USC00298535","LAS CRUCES, NM US","2010-02-28","0.00","0","64","32","41","26.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-01","0.01","0","52","33","33","123.0",,,
"USC00298535","LAS CRUCES, NM US","2010-03-02","0.00","0","58","32","35","41.0",,,
"USC00298535","LAS CRUCES, NM US","2010-03-03","0.00","0","61","32","34","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-03-04","0.00","0","70","32","37","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-03-05","0.00","0","73","35","39","44.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-06","0.00","0","69","38","43","52.2",,,
"USC00298535","LAS CRUCES, NM US","2010-03-07","0.02","0","72","38","50","44.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-08","0.00","0","73","43","43","69.0",,,
"USC00298535","LAS CRUCES, NM US","2010-03-09","0.00","0","56","37","38","126.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-10","0.00","0","65","35","35","134.2",,,
"USC00298535","LAS CRUCES, NM US","2010-03-11","0.00","0","57","35","36","108.7",,,
"USC00298535","LAS CRUCES, NM US","2010-03-12","0.00","0","59","32","33","75.2",,,
"USC00298535","LAS CRUCES, NM US","2010-03-13","0.00","0","66","32","38","34.8",,,
"USC00298535","LAS CRUCES, NM US","2010-03-14","0.00","0","75","37","38","31.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-15","0.00","0","69","37","39","90.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-16","0.00","0","57","32","32","51.0",,,
"USC00298535","LAS CRUCES, NM US","2010-03-17","0.00","0","63","32","35","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-03-18","0.00","0","71","35","38","19.9",,,
"USC00298535","LAS CRUCES, NM US","2010-03-19","0.00","0","76","35","44","42.9",,,
"USC00298535","LAS CRUCES, NM US","2010-03-20","0.00","0","70","33","33","118.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-21","0.00","0","54","28","29","54.1",,,
"USC00298535","LAS CRUCES, NM US","2010-03-22","0.00","0","66","29","35","31.7",,,
"USC00298535","LAS CRUCES, NM US","2010-03-23","0.00","0","75","33","45","29.8",,,
"USC00298535","LAS CRUCES, NM US","2010-03-24","0.00","0","69","41","42","62.8",,,
"USC00298535","LAS CRUCES, NM US","2010-03-25","0.00","0","63","34","35","67.7",,,
"USC00298535","LAS CRUCES, NM US","2010-03-26","0.00","0","70","33","41","34.2",,,
"USC00298535","LAS CRUCES, NM US","2010-03-27","0.00","0","78","38","39","142.3",,,
"USC00298535","LAS CRUCES, NM US","2010-03-28","0.00","0","64","36","36","75.2",,,
"USC00298535","LAS CRUCES, NM US","2010-03-29","0.00","0","66","35","38","29.2",,,
"USC00298535","LAS CRUCES, NM US","2010-03-30","0.00","0","77","34","38","24.9",,,
"USC00298535","LAS CRUCES, NM US","2010-03-31","0.00","0","83","38","47","55.9",,,
"USC00298535","LAS CRUCES, NM US","2010-04-01","0.00","0","83","46","56","80.8",,,
"USC00298535","LAS CRUCES, NM US","2010-04-02","0.00","0","76","45","45","149.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-03","0.00","0","65","40","41","64.0",,,
"USC00298535","LAS CRUCES, NM US","2010-04-04","0.00","0","77","41","44","39.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-05","0.00","0","82","44","48","49.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-06","0.00","0","85","48","56","75.2",,,
"USC00298535","LAS CRUCES, NM US","2010-04-07","0.00","0","73","41","42","144.8",,,
"USC00298535","LAS CRUCES, NM US","2010-04-08","0.00","0","65","38","43","65.9",,,
"USC00298535","LAS CRUCES, NM US","2010-04-09","0.00","0","71","42","47","31.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-10","0.00","0","81","46","50","39.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-11","0.00","0","82","49","49","54.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-12","0.00","0","83","49","54","32.9",,,
"USC00298535","LAS CRUCES, NM US","2010-04-13","0.00","0","86","53","53","65.2",,,
"USC00298535","LAS CRUCES, NM US","2010-04-14","0.00","0","83","49","49","49.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-15","0.00","0","82","49","54","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-04-16","0.00","0","83","52","55","44.7",,,
"USC00298535","LAS CRUCES, NM US","2010-04-17","0.00","0","82","54","54","70.8",,,
"USC00298535","LAS CRUCES, NM US","2010-04-18","0.03","0","72","51","51","34.8",,,
"USC00298535","LAS CRUCES, NM US","2010-04-19","0.00","0","77","51","54","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-04-20","0.00","0","75","48","48","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-04-21","0.00","0","80","48","54","31.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-22","0.00","0","83","52","54","65.9",,,
"USC00298535","LAS CRUCES, NM US","2010-04-23","0.03","0","65","41","44","72.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-24","0.00","0","59","44","46","139.8",,,
"USC00298535","LAS CRUCES, NM US","2010-04-25","0.00","0","76","42","42","60.9",,,
"USC00298535","LAS CRUCES, NM US","2010-04-26","0.00","0","80","42","46","36.0",,,
"USC00298535","LAS CRUCES, NM US","2010-04-27","0.00","0","83","45","55","28.0",,,
"USC00298535","LAS CRUCES, NM US","2010-04-28","0.00","0","77","49","49","39.1",,,
"USC00298535","LAS CRUCES, NM US","2010-04-29","0.00","0","85","49","62","69.0",,,
"USC00298535","LAS CRUCES, NM US","2010-04-30","0.00","0","82","49","49","183.3",,,
"USC00298535","LAS CRUCES, NM US","2010-05-01","0.00","0","63","42","42","83.3",,,
"USC00298535","LAS CRUCES, NM US","2010-05-02","0.00","0","65","42","47","55.3",,,
"USC00298535","LAS CRUCES, NM US","2010-05-03","0.00","0","69","40","40","100.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-04","0.00","0","75","38","43","41.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-05","0.00","0","88","41","49","41.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-06","0.00","0","92","41","54","44.1",,,
"USC00298535","LAS CRUCES, NM US","2010-05-07","0.00","0","91","41","54","60.9",,,
"USC00298535","LAS CRUCES, NM US","2010-05-08","0.00","0","89","51","65","62.8",,,
"USC00298535","LAS CRUCES, NM US","2010-05-09","0.00","0","80","51","56","65.9",,,
"USC00298535","LAS CRUCES, NM US","2010-05-10","0.00","0","90","56","62","83.9",,,
"USC00298535","LAS CRUCES, NM US","2010-05-11","0.00","0","83","47","48","83.9",,,
"USC00298535","LAS CRUCES, NM US","2010-05-12","0.00","0","88","46","50","77.1",,,
"USC00298535","LAS CRUCES, NM US","2010-05-13","0.00","0","74","44","44","77.1",,,
"USC00298535","LAS CRUCES, NM US","2010-05-14","0.00","0","83","43","65","34.8",,,
"USC00298535","LAS CRUCES, NM US","2010-05-15","0.00","0","85","54","54","70.2",,,
"USC00298535","LAS CRUCES, NM US","2010-05-16","0.00","0","82","52","53","32.9",,,
"USC00298535","LAS CRUCES, NM US","2010-05-17","0.00","0","86","52","53","28.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-18","0.00","0","90","53","58","37.3",,,
"USC00298535","LAS CRUCES, NM US","2010-05-19","0.00","0","88","57","58","65.2",,,
"USC00298535","LAS CRUCES, NM US","2010-05-20","0.00","0","88","55","56","72.7",,,
"USC00298535","LAS CRUCES, NM US","2010-05-21","0.00","0","90","54","55","28.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-22","0.00","0","95","53","58","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-05-23","0.00","0","91","53","55","64.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-24","0.00","0","90","55","62","70.8",,,
"USC00298535","LAS CRUCES, NM US","2010-05-25","0.00","0","80","51","51","57.8",,,
"USC00298535","LAS CRUCES, NM US","2010-05-26","0.00","0","85","48","53","29.8",,,
"USC00298535","LAS CRUCES, NM US","2010-05-27","0.00","0","94","53","73","69.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-28","0.00","0","96","65","73","72.7",,,
"USC00298535","LAS CRUCES, NM US","2010-05-29","0.00","0","95","65","69","44.1",,,
"USC00298535","LAS CRUCES, NM US","2010-05-30","0.00","0","95","61","64","46.0",,,
"USC00298535","LAS CRUCES, NM US","2010-05-31","0.00","0","94","60","60","42.9",,,
"USC00298535","LAS CRUCES, NM US","2010-06-01","0.00","0","96","60","69","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-06-02","0.00","0","94","62","62","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-06-03","0.00","0","91","60","60","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-06-04","0.00","0","97","57","61","31.7",,,
"USC00298535","LAS CRUCES, NM US","2010-06-05","0.00","0","100","59","65","31.7",,,
"USC00298535","LAS CRUCES, NM US","2010-06-06","0.00","0","105","59","69","32.9",,,
"USC00298535","LAS CRUCES, NM US","2010-06-07","0.00","0","107","69","76","57.8",,,
"USC00298535","LAS CRUCES, NM US","2010-06-08","0.00","0","99","72","74","57.8",,,
"USC00298535","LAS CRUCES, NM US","2010-06-09","0.00","0","102","67","67","42.9",,,
"USC00298535","LAS CRUCES, NM US","2010-06-10","0.00","0","102","67","69","28.0",,,
"USC00298535","LAS CRUCES, NM US","2010-06-11","0.00","0","98","67","68","54.1",,,
"USC00298535","LAS CRUCES, NM US","2010-06-12","0.00","0","94","61","65","65.2",,,
"USC00298535","LAS CRUCES, NM US","2010-06-13","0.00","0","95","60","60","78.3",,,
"USC00298535","LAS CRUCES, NM US","2010-06-14","0.00","0","88","56","56","46.0",,,
"USC00298535","LAS CRUCES, NM US","2010-06-15","0.00","0","91","55","57","47.2",,,
"USC00298535","LAS CRUCES, NM US","2010-06-16","0.00","0","96","55","66","34.2",,,
"USC00298535","LAS CRUCES, NM US","2010-06-17","0.00","0","100","65","65","44.7",,,
"USC00298535","LAS CRUCES, NM US","2010-06-18","0.00","0","100","58","59","31.1",,,
"USC00298535","LAS CRUCES, NM US","2010-06-19","0.00","0","102","59","73","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-06-20","0.00","0","102","70","74","26.7",,,
"USC00298535","LAS CRUCES, NM US","2010-06-21","0.00","0","102","67","68","31.7",,,
"USC00298535","LAS CRUCES, NM US","2010-06-22","0.00","0","101","68","78","52.2",,,
"USC00298535","LAS CRUCES, NM US","2010-06-23","0.00","0","100","71","71","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-06-24","0.02","0","102","71","76","55.3",,,
"USC00298535","LAS CRUCES, NM US","2010-06-25","0.00","0","97","71","71","83.3",,,
"USC00298535","LAS CRUCES, NM US","2010-06-26","0.00","0","97","71","76","62.8",,,
"USC00298535","LAS CRUCES, NM US","2010-06-27","0.00","0","92","66","69","46.0",,,
"USC00298535","LAS CRUCES, NM US","2010-06-28","0.00","0","98","69","76","52.2",,,
"USC00298535","LAS CRUCES, NM US","2010-06-29","0.62","0","95","65","67","62.1",,,
"USC00298535","LAS CRUCES, NM US","2010-06-30","0.00","0","91","69","71","52.2",,,
"USC00298535","LAS CRUCES, NM US","2010-07-01","0.00","0","89","68","71","57.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-02","0.00","0","91","71","74","75.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-03","0.00","0","90","71","71","72.1",,,
"USC00298535","LAS CRUCES, NM US","2010-07-04","0.00","0","95","69","69","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-05","0.00","0","96","64","70","60.3",,,
"USC00298535","LAS CRUCES, NM US","2010-07-06","0.00","0","97","64","65","34.2",,,
"USC00298535","LAS CRUCES, NM US","2010-07-07","0.00","0","97","64","74","72.1",,,
"USC00298535","LAS CRUCES, NM US","2010-07-08","0.00","0","94","70","70","83.9",,,
"USC00298535","LAS CRUCES, NM US","2010-07-09","0.00","0","91","69","70","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-10","0.00","0","92","70","72","59.0",,,
"USC00298535","LAS CRUCES, NM US","2010-07-11","0.00","0","91","70","76","49.7",,,
"USC00298535","LAS CRUCES, NM US","2010-07-12","0.24","0","89","67","68","49.1",,,
"USC00298535","LAS CRUCES, NM US","2010-07-13","0.00","0","96","68","70","31.1",,,
"USC00298535","LAS CRUCES, NM US","2010-07-14","0.00","0","102","69","73","29.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-15","0.00","0","100","72","73","41.0",,,
"USC00298535","LAS CRUCES, NM US","2010-07-16","0.28","0","100","71","75","32.9",,,
"USC00298535","LAS CRUCES, NM US","2010-07-17","0.05","0","93","67","70","29.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-18","0.00","0","96","70","72","36.0",,,
"USC00298535","LAS CRUCES, NM US","2010-07-19","0.00","0","100","72","77","37.3",,,
"USC00298535","LAS CRUCES, NM US","2010-07-20","0.00","0","101","73","73","41.0",,,
"USC00298535","LAS CRUCES, NM US","2010-07-21","0.00","0","98","71","78","44.7",,,
"USC00298535","LAS CRUCES, NM US","2010-07-22","0.00","0","98","71","71","65.9",,,
"USC00298535","LAS CRUCES, NM US","2010-07-23","0.00","0","92","69","71","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-24","0.00","0","92","69","71","57.2",,,
"USC00298535","LAS CRUCES, NM US","2010-07-25","0.00","0","84","67","70","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-07-26","3.34","0","98","64","64","59.0",,,
"USC00298535","LAS CRUCES, NM US","2010-07-27","0.02","0","82","64","73","37.3",,,
"USC00298535","LAS CRUCES, NM US","2010-07-28","0.00","0","90","69","73",,,,
"USC00298535","LAS CRUCES, NM US","2010-07-29","0.00","0","91","69","71",,,,
"USC00298535","LAS CRUCES, NM US","2010-07-30","0.00","0","89","69","69","96.9",,,
"USC00298535","LAS CRUCES, NM US","2010-07-31","0.00","0","89","69","72","41.0",,,
"USC00298535","LAS CRUCES, NM US","2010-08-01","0.04","0","84","68","69","28.0",,,
"USC00298535","LAS CRUCES, NM US","2010-08-02","0.00","0","89","69","69","28.0",,,
"USC00298535","LAS CRUCES, NM US","2010-08-03","0.00","0","94","68","71",,,,
"USC00298535","LAS CRUCES, NM US","2010-08-04","0.00","0","97","71","72","41.0",,,
"USC00298535","LAS CRUCES, NM US","2010-08-05","0.00","0","99","71","74","26.7",,,
"USC00298535","LAS CRUCES, NM US","2010-08-06","0.30","0","98","63","70","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-08-07","0.00","0","96","70","72","26.7",,,
"USC00298535","LAS CRUCES, NM US","2010-08-08","0.00","0","96","70","74","34.8",,,
"USC00298535","LAS CRUCES, NM US","2010-08-09","0.00","0","93","68","68","37.3",,,
"USC00298535","LAS CRUCES, NM US","2010-08-10","0.00","0","94","68","71","19.9",,,
"USC00298535","LAS CRUCES, NM US","2010-08-11","0.00","0","98","68","71","21.1",,,
"USC00298535","LAS CRUCES, NM US","2010-08-12","0.00","0","98","71","73","29.2",,,
"USC00298535","LAS CRUCES, NM US","2010-08-13","0.00","0","98","71","75","29.8",,,
"USC00298535","LAS CRUCES, NM US","2010-08-14","0.00","0","99","72","74","28.0",,,
"USC00298535","LAS CRUCES, NM US","2010-08-15","0.00","0","100","74","75","34.2",,,
"USC00298535","LAS CRUCES, NM US","2010-08-16","0.00","0","97","74","74","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-08-17","0.00","0","91","71","72","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-08-18","0.00","0","95","71","76","21.7",,,
"USC00298535","LAS CRUCES, NM US","2010-08-19","0.00","0","98","72","72","29.2",,,
"USC00298535","LAS CRUCES, NM US","2010-08-20","0.00","0","95","71","71","16.8",,,
"USC00298535","LAS CRUCES, NM US","2010-08-21","0.20","0","99","71","74","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-08-22","0.00","0","95","71","71","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-08-23","0.00","0","96","71","76","39.1",,,
"USC00298535","LAS CRUCES, NM US","2010-08-24","0.00","0","99","74","74","57.2",,,
"USC00298535","LAS CRUCES, NM US","2010-08-25","0.10","0","88","64","64","60.3",,,
"USC00298535","LAS CRUCES, NM US","2010-08-26","0.00","0","86","60","60","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-08-27","0.00","0","89","60","66","34.2",,,
"USC00298535","LAS CRUCES, NM US","2010-08-28","0.19","0","89","60","68","49.1",,,
"USC00298535","LAS CRUCES, NM US","2010-08-29","0.00","0","88","65","66","29.2",,,
"USC00298535","LAS CRUCES, NM US","2010-08-30","0.16","0","89","66","66","44.7",,,
"USC00298535","LAS CRUCES, NM US","2010-08-31","0.55","0","89","66","69","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-09-01","0.00","0","91","67","68","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-09-02","0.00","0","93","66","66","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-09-03","0.00","0","96","66","71","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-09-04","0.00","0","85","62","64","59.0",,,
"USC00298535","LAS CRUCES, NM US","2010-09-05","0.00","0","89","63","63","21.7",,,
"USC00298535","LAS CRUCES, NM US","2010-09-06","0.00","0","93","63","65","19.9",,,
"USC00298535","LAS CRUCES, NM US","2010-09-07","0.00","0","96","65","68","24.9",,,
"USC00298535","LAS CRUCES, NM US","2010-09-08","0.00","0","94","67","69","49.7",,,
"USC00298535","LAS CRUCES, NM US","2010-09-09","0.00","0","91","66","66","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-09-10","0.00","0","90","64","65","55.9",,,
"USC00298535","LAS CRUCES, NM US","2010-09-11","0.00","0","88","54","55","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-09-12","0.00","0","91","53","64","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-09-13","0.27","0","93","64","67","37.3",,,
"USC00298535","LAS CRUCES, NM US","2010-09-14","0.28","0","90","65","67","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-09-15","0.00","0","89","66","71","14.9",,,
"USC00298535","LAS CRUCES, NM US","2010-09-16","0.00","0","94","66","66","19.3",,,
"USC00298535","LAS CRUCES, NM US","2010-09-17","0.00","0","94","62","62","36.0",,,
"USC00298535","LAS CRUCES, NM US","2010-09-18","0.00","0","86","60","66","32.9",,,
"USC00298535","LAS CRUCES, NM US","2010-09-19","0.00","0","90","60","68","36.0",,,
"USC00298535","LAS CRUCES, NM US","2010-09-20","0.00","0","89","67","71","57.2",,,
"USC00298535","LAS CRUCES, NM US","2010-09-21","0.25","0","88","64","65","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-09-22","0.00","0","85","65","71","21.7",,,
"USC00298535","LAS CRUCES, NM US","2010-09-23","0.41","0","83","66","66","29.2",,,
"USC00298535","LAS CRUCES, NM US","2010-09-24","0.00","0","83","64","64","19.3",,,
"USC00298535","LAS CRUCES, NM US","2010-09-25","0.00","0","89","63","69","34.2",,,
"USC00298535","LAS CRUCES, NM US","2010-09-26","0.00","0","89","64","64","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-09-27","0.00","0","84","60","60","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-09-28","0.00","0","82","58","60","18.0",,,
"USC00298535","LAS CRUCES, NM US","2010-09-29","0.00","0","89","54","57","19.3",,,
"USC00298535","LAS CRUCES, NM US","2010-09-30","0.00","0","95","56","60","13.0",,,
"USC00298535","LAS CRUCES, NM US","2010-10-01","0.00","0","90","58","63","44.1",,,
"USC00298535","LAS CRUCES, NM US","2010-10-02","0.00","0","89","57","58","19.3",,,
"USC00298535","LAS CRUCES, NM US","2010-10-03","0.00","0","91","57","65","36.0",,,
"USC00298535","LAS CRUCES, NM US","2010-10-04","0.00","0","83","61","64","37.9",,,
"USC00298535","LAS CRUCES, NM US","2010-10-05","0.26","0","82","59","60","36.0",,,
"USC00298535","LAS CRUCES, NM US","2010-10-06","0.09","0","80","59","61","31.7",,,
"USC00298535","LAS CRUCES, NM US","2010-10-07","0.00","0","86","59","59","32.9",,,
"USC00298535","LAS CRUCES, NM US","2010-10-08","0.00","0","85","57","59","31.1",,,
"USC00298535","LAS CRUCES, NM US","2010-10-09","0.00","0","85","49","50","24.9",,,
"USC00298535","LAS CRUCES, NM US","2010-10-10","0.00","0","84","49","52","26.1",,,
"USC00298535","LAS CRUCES, NM US","2010-10-11","0.00","0","84","47","49","19.3",,,
"USC00298535","LAS CRUCES, NM US","2010-10-12","0.00","0","82","48","48","21.1",,,
"USC00298535","LAS CRUCES, NM US","2010-10-13","0.00","0","84","47","59","29.2",,,
"USC00298535","LAS CRUCES, NM US","2010-10-14","0.00","0","80","55","57","23.0",,,
"USC00298535","LAS CRUCES, NM US","2010-10-15","0.00","0","81","49","52","39.8",,,
"USC00298535","LAS CRUCES, NM US","2010-10-16","0.00","0","81","51","54","21.1",,,
"USC00298535","LAS CRUCES, NM US","2010-10-17","0.00","0","82","49","49","16.8",,,
"USC00298535","LAS CRUCES, NM US","2010-10-18","0.00","0","83","48","56","19.3",,,
"USC00298535","LAS CRUCES, NM US","2010-10-19","0.00","0","81","47","48","19.3",,,
"USC00298535","LAS CRUCES, NM US","2010-10-20","0.00","0","81","47","57","26.1",,,
"USC00298535","LAS CRUCES, NM US","2010-10-21","0.04","0","81","50","50","36.0",,,
"USC00298535","LAS CRUCES, NM US","2010-10-22","0.03","0","73","44","46","46.0",,,
"USC00298535","LAS CRUCES, NM US","2010-10-23","0.00","0","69","46","46","44.7",,,
"USC00298535","LAS CRUCES, NM US","2010-10-24","0.00","0","71","44","44","59.0",,,
"USC00298535","LAS CRUCES, NM US","2010-10-25","0.00","0","75","44","52","47.8",,,
"USC00298535","LAS CRUCES, NM US","2010-10-26","0.00","0","75","44","46","93.2",,,
"USC00298535","LAS CRUCES, NM US","2010-10-27","0.00","0","74","46","48","49.7",,,
"USC00298535","LAS CRUCES, NM US","2010-10-28","0.00","0","74","45","46","44.1",,,
"USC00298535","LAS CRUCES, NM US","2010-10-29","0.00","0","74","45","46","42.3",,,
"USC00298535","LAS CRUCES, NM US","2010-10-30","0.00","0","77","44","49","21.7",,,
"USC00298535","LAS CRUCES, NM US","2010-10-31","0.00","0","85","45","46","26.1",,,
"USC00298535","LAS CRUCES, NM US","2010-11-01","0.00","0","77","44","49","29.2",,,
