"STATION","NAME","DATE","DAPR","DAWM","MDPR","MDWM","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDMV","WT01","WT03","WT06","WT11"
"USC00298535","LAS CRUCES, NM US","2000-01-01",,,,,"0.00","0.0","0","65","39","44","11.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-02",,,,,"0.00","0.0","0","65","27","28","34.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-03",,,,,"0.00","0.0","0","55","28","29","78.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-04",,,,,"0.00","0.0","0","47","21","24","70.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-05",,,,,"0.00","0.0","0","50","19","20","13.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-06",,,,,"0.00","0.0","0","55","20","32","19.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-07",,,,,"0.00","0.0","0","54","29","29","41.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-08",,,,,"0.00","0.0","0","58","33","30","16.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-09",,,,,"0.00","0.0","0","57","22","36","19.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-10",,,,,"0.00","0.0","0","65","28","32","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-11",,,,,"0.00","0.0","0","66","33","31","34.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-12",,,,,"0.00","0.0","0","69","31","32","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-13",,,,,"0.00","0.0","0","71","30","34","34.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-14",,,,,"0.00","0.0","0","70","30","34","11.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-15",,,,,"0.00","0.0","0","69","31","35","9.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-16",,,,,"0.00","0.0","0","71","30","40","11.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-17",,,,,"0.00","0.0","0","71","33","40","6.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-18",,,,,"0.00","0.0","0","74","37","37","6.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-19",,,,,"0.00","0.0","0","74","36","36","9.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-20",,,,,"0.00","0.0","0","77","36","38","19.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-21",,,,,"0.00","0.0","0","77","36","40","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-22",,,,,"0.00","0.0","0","71","34","35","37.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-23",,,,,"0.00","0.0","0","68","34","34","46.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-24",,,,,"0.00","0.0","0","68","34","41","11.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-25",,,,,"0.00","0.0","0","73","40","47","19.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-26",,,,,"0.00","0.0","0","74","38","40","16.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-27",,,,,"0.00","0.0","0","74","41","43","72.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-28",,,,,"0.00","0.0","0","62","30","32","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-29",,,,,"0.00","0.0","0","71","26","31","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-30",,,,,"0.00","0.0","0","71","41","43","24.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-01-31",,,,,"0.00","0.0","0","63","40","44","26.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-01",,,,,"0.00","0.0","0","62","33","42","57.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-02",,,,,"0.01","0.0","0","50","24","24","52.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-03",,,,,"0.00","0.0","0","63","24","31","11.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-04",,,,,"0.00","0.0","0","66","30","31","11.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-05",,,,,"0.00","0.0","0","67","31","32","23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-06",,,,,"0.00","0.0","0","66","30","33","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-07",,,,,"0.00","0.0","0","67","29","33","24.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-08",,,,,"0.00","0.0","0","72","33","39","23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-09",,,,,"0.00","0.0","0","70","40","44","14.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-10",,,,,"0.00","0.0","0","78","36","45","21.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-11",,,,,"0.00","0.0","0","71","33","44","39.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-12",,,,,"0.00","0.0","0","70","34","34","95.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-13",,,,,"0.00","0.0","0","68","31","33","42.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-14",,,,,"0.00","0.0","0","69","30","50","26.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-15",,,,,"0.00","0.0","0","74","41","43","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-16",,,,,"0.00","0.0","0","79","39","45","26.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-17",,,,,"0.00","0.0","0","76","37","49","18.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-18",,,,,"0.00","0.0","0","74","37","37","75.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-19",,,,,"0.00","0.0","0","64","36","39","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-20",,,,,"0.00","0.0","0","73","36","38","21.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-21",,,,,"0.00","0.0","0","73","40","37","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-22",,,,,"0.00","0.0","0","76","38","40","19.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-23",,,,,"0.00","0.0","0","61","33","30","88.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-24",,,,,"0.00","0.0","0","70","35","35","19.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-25",,,,,"0.00","0.0","0","72","32","34","72.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-26",,,,,"0.00","0.0","0","65","31","31","88.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-27",,,,,"0.00","0.0","0","62","29","43","23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-28",,,,,"0.00","0.0","0","72","30","33","44.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-02-29",,,,,"0.00","0.0","0","75","36","36","42.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-01",,,,,"0.00","0.0","0","76","37","46","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-02",,,,,"0.00","0.0","0","74","35","35","41.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-03",,,,,"0.00","0.0","0","73","46","46","44.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-04",,,,,"0.00","0.0","0","72","37","39","51.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-05",,,,,"0.00","0.0","0","75","38","41","42.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-06",,,,,"0.00","0.0","0","76","37","38","36.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-07",,,,,"0.09","0.0","0","72","39","42","67.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-08",,,,,"0.00","0.0","0","54","31","31","60.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-09",,,,,"0.00","0.0","0","63","31","34","37.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-10",,,,,"0.00","0.0","0","69","31","38","21.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-11",,,,,"0.00","0.0","0","71","39","47","23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-12",,,,,"0.00","0.0","0","70","34","42","31.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-13",,,,,"0.00","0.0","0","76","34","54","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-14",,,,,"0.00","0.0","0","76","45","51","34.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-15",,,,,"0.00","0.0","0","78","46","51","31.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-16",,,,,"0.00","0.0","0","79","38","53","34.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-17",,,,,"0.00","0.0","0","77","48","51","52.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-18",,,,,"0.00","0.0","0","75","35","49","49.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-19",,,,,"0.00","0.0","0","78","32","46","92.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-20",,,,,"0.00","0.0","0","72","33","41","92.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-21",,,,,"0.00","0.0","0","77","37","38","37.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-22",,,,,"0.11","0.0","0","53","37","39","98.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-23",,,,,"0.00","0.0","0","68","35","47","34.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-24",,,,,"0.00","0.0","0","64","37","45","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-25",,,,,"0.00","0.0","0","73","36","49","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-26",,,,,"0.00","0.0","0","80","39","58","29.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-27",,,,,"0.00","0.0","0","80","45","51","37.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-28",,,,,"0.00","0.0","0","80","45","49","39.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-29",,,,,"0.00","0.0","0","80","55","57","57.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-30",,,,,"0.00","0.0","0","87","42","58","42.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-03-31",,,,,"0.00","0.0","0","78","43","47","32.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-01",,,,,"0.00","0.0","0","72","44","45","72.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-02",,,,,"0.00","0.0","0","65","39","41","67.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-03",,,,,"0.00","0.0","0","66","39","47","41.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-04",,,,,"0.00","0.0","0","70","40","48","26.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-05",,,,,"0.00","0.0","0","79","39","48","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-06",,,,,"0.00","0.0","0","86","48","48","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-07",,,,,"0.00","0.0","0","87","47","50","93.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-08",,,,,"0.00","0.0","0","87","49","50","44.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-09",,,,,"0.00","0.0","0","87","51","52","47.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-10",,,,,"0.00","0.0","0","82","49","50","37.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-11",,,,,"0.00","0.0","0","87","47","52","37.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-12",,,,,"0.00","0.0","0","80","45","46","46.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-13",,,,,"0.00","0.0","0","80","50","53","19.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-14",,,,,"0.00","0.0","0","83","45","49","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-15",,,,,"0.00","0.0","0","86","47","49","49.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-16",,,,,"0.00","0.0","0","86","41","52","69.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-17",,,,,"0.00","0.0","0","83","45","45","8.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-18",,,,,"0.00","0.0","0","88","46","55","36.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-19",,,,,"0.00","0.0","0","90","48","55","67.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-20",,,,,"0.00","0.0","0","79","48","47","67.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-21",,,,,"0.00","0.0","0","84","50","56","67.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-22",,,,,"0.00","0.0","0","89","48","61","42.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-23",,,,,"0.00","0.0","0","75","53","53","103.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-24",,,,,"0.00","0.0","0","84","50","51","37.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-25",,,,,"0.00","0.0","0","89","53","60","26.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-26",,,,,"0.00","0.0","0","91","55","57","34.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-27",,,,,"0.00","0.0","0","94","60","68","34.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-28",,,,,"0.00","0.0","0","96","58","71","32.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-29",,,,,"0.00","0.0","0","94","52","67","46.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-04-30",,,,,"0.00","0.0","0","91","49","52","64.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-01",,,,,"0.00","0.0","0","82","50","52","32.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-02",,,,,"0.00","0.0","0","82","50","57","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-03",,,,,"0.00","0.0","0","88","51","51","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-04",,,,,"0.00","0.0","0","94","52","56","19.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-05",,,,,"0.00","0.0","0","96","52","57","32.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-06",,,,,"0.00","0.0","0","96","52","57","28.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-07",,,,,"0.00","0.0","0","96","56","61","47.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-08",,,,,"0.00","0.0","0","92","58","63","42.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-09",,,,,"0.00","0.0","0","91","59","57","60.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-10",,,,,"0.00","0.0","0","92","59","58","49.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-11",,,,,"0.00","0.0","0","93","59","57","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-12",,,,,"0.00","0.0","0","96","57","61","67.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-13",,,,,"0.00","0.0","0","91","60","64","73.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-14",,,,,"0.00","0.0","0","83","54","61","44.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-15",,,,,"0.00","0.0","0","94","62","63","78.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-16",,,,,"0.00","0.0","0","101","65","68","37.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-17",,,,,"0.00","0.0","0","99","65","61","57.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-18",,,,,"0.00","0.0","0","92","51","56","96.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-19",,,,,"0.00","0.0","0","85","58","60","37.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-20",,,,,"0.00","0.0","0","84","58","63","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-21",,,,,"0.00","0.0","0","89","54","68","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-22",,,,,"0.00","0.0","0","93","60","60","29.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-23",,,,,"0.00","0.0","0","96","61","62","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-24",,,,,"0.00","0.0","0","102","58","60","16.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-25",,,,,"0.00","0.0","0","102","62","71","36.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-26",,,,,"0.00","0.0","0","94","60","59","44.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-27",,,,,"0.00","0.0","0","90","60","64","42.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-28",,,,,"0.00","0.0","0","95","65","79","44.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-29",,,,,"0.00","0.0","0","98","63","67","28.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-30",,,,,"0.00","0.0","0","101","67","67","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-05-31",,,,,"0.00","0.0","0","101","66","66","37.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-01",,,,,"0.00","0.0","0","97","65","66","57.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-02",,,,,"0.00","0.0","0","96","67","71","54.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-03",,,,,"0.11","0.0","0","94","63","71","65.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-04",,,,,"0.00","0.0","0","91","64","70","34.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-05",,,,,"0.03","0.0","0","96","66","67","34.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-06",,,,,"0.00","0.0","0","91","66","67","60.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-07",,,,,"0.00","0.0","0","94","66","72","41.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-08",,,,,"0.01","0.0","0","96","64","62","29.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-09",,,,,"0.03","0.0","0","96","64","68","54.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-10",,,,,"0.14","0.0","0","90","64","65","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-11",,,,,"0.00","0.0","0","96","63","68","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-12",,,,,"0.00","0.0","0","90","60","81","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-13",,,,,"0.01","0.0","0","98","63","63","52.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-14",,,,,"0.00","0.0","0","100","63","75","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-15",,,,,"0.00","0.0","0","97","65","71","46.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-16",,,,,"0.00","0.0","0","104","66","66","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-17",,,,,"0.00","0.0","0","104","61","71","47.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-18",,,,,"2.26","0.0","0","97","59","67","67.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-19",,,,,"0.00","0.0","0","84","65","65","23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-20",,,,,"0.04","0.0","0","92","65","67","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-21",,,,,"0.19","0.0","0","91","65","65","21.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-22",,,,,"0.00","0.0","0","93","65","70","14.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-23",,,,,"0.15","0.0","0","93","65","68","31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-24",,,,,"0.00","0.0","0","93","65","70","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-25",,,,,"0.00","0.0","0","95","68","72","24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-26",,,,,"0.00","0.0","0","99","70","73","11.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-27",,,,,"1.42","0.0","0","95","63","64","62.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-28",,,,,"0.05","0.0","0","84","64","68","11.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-29",,,,,"0.22","0.0","0","88","66","67","18.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-06-30",,,,,"0.24","0.0","0","81","66","69","13.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-01",,,,,"0.02","0.0","0","87","67","71","6.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-02",,,,,"0.00","0.0","0","92","69","71","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-03",,,,,"0.00","0.0","0","93","70","71","8.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-04",,,,,"0.00","0.0","0","95","68","69","6.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-05",,,,,"0.00","0.0","0","96","69","75","9.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-06",,,,,"0.00","0.0","0","96","71","71","19.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-07",,,,,"0.08","0.0","0","94","68","70","28.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-08",,,,,"0.00","0.0","0","94","68","72","41.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-09",,,,,"0.00","0.0","0","95","67","70","16.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-10",,,,,"0.00","0.0","0","92","67","67","11.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-11",,,,,"0.00","0.0","0","96","69","73","21.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-12",,,,,"0.00","0.0","0","96","70","74","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-13",,,,,"0.38","0.0","0","97","69","70","19.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-14",,,,,"0.03","0.0","0","92","69","71","23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-15",,,,,"0.00","0.0","0","94","72","71","26.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-16",,,,,"0.00","0.0","0","97","72","75","21.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-17",,,,,"0.31","0.0","0","98","70","73","18.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-18",,,,,"0.00","0.0","0","100","69","74","16.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-19",,,,,"0.00","0.0","0","101","69","73","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-20",,,,,"0.00","0.0","0","100","71","72","37.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-21",,,,,"0.00","0.0","0","100","71","73","21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-22",,,,,"0.07","0.0","0","101","70","72","34.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-23",,,,,"0.00","0.0","0","99","71","73","23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-24",,,,,"0.00","0.0","0","99","71","73","29.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-25",,,,,"0.00","0.0","0","101","69","72","32.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-26",,,,,"0.00","0.0","0","102","72","74","29.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-27",,,,,"0.25","0.0","0","103","72","74","37.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-28",,,,,"0.00","0.0","0","100","73","73","26.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-29",,,,,"0.22","0.0","0","98","69","72","42.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-30",,,,,"0.23","0.0","0","96","67","67","47.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-07-31",,,,,"0.00","0.0","0","92","67","68","42.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-01",,,,,"0.00","0.0","0","92","66",,"24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-02",,,,,"0.00","0.0","0","94","65",,"19.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-03",,,,,"0.00","0.0","0","96","65",,"23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-04",,,,,"0.00","0.0","0","101","66",,"14.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-05",,,,,"0.00","0.0","0","99","74",,"32.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-06",,,,,"0.00","0.0","0","98","68",,"29.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-07",,,,,"0.00","0.0","0","85","68",,"19.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-08",,,,,"0.00","0.0","0","92","67",,"36.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-09",,,,,"0.00","0.0","0","94","68",,"29.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-10",,,,,"0.13","0.0","0","94","66",,"46.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-11",,,,,"0.02","0.0","0","94","68",,"29.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-12",,,,,"0.00","0.0","0","93","69",,"21.1",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-13",,,,,"0.00","0.0","0","97","70",,"23.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-14",,,,,"0.00","0.0","0","98","71",,"31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-15",,,,,"0.00","0.0","0","97","66",,"28.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-16",,,,,"0.00","0.0","0","97","69",,"41.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-17",,,,,"0.00","0.0","0","96","70",,"67.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-18",,,,,"0.23","0.0","0","84","65",,"14.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-19",,,,,"0.00","0.0","0","92","63",,"24.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-20",,,,,"0.00","0.0","0","96","66",,"28.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-21",,,,,"0.00","0.0","0","100","68",,"19.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-22",,,,,"0.00","0.0","0","99","70",,"59.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-23",,,,,"0.00","0.0","0","95","72",,"78.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-24",,,,,"0.00","0.0","0","93","65",,"42.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-25",,,,,"0.00","0.0","0","92","66",,"29.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-26",,,,,"0.00","0.0","0","96","69",,"19.9",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-27",,,,,"0.00","0.0","0","98","67",,"29.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-28",,,,,"0.04","0.0","0","96","68",,"36.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-29",,,,,"0.01","0.0","0","92","67",,"31.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-30",,,,,"0.10","0.0","0","89","63",,"21.7",,,,
"USC00298535","LAS CRUCES, NM US","2000-08-31",,,,,"0.08","0.0","0","90","58",,"29.2",,,,
"USC00298535","LAS CRUCES, NM US","2000-09-01",,,,,"0.00","0.0","0","89","58","60","14.3",,,,
"USC00298535","LAS CRUCES, NM US","2000-09-02",,,,,"0.00","0.0","0","95","59","68","18.0",,,,
"USC00298535","LAS CRUCES, NM US","2000-09-03",,,,,"0.00","0.0","0","97","62","70","11.8",,,,
"USC00298535","LAS CRUCES, NM US","2000-09-04",,,,,"0.00","0.0","0","99","64","74","16.8",,,,
